sign	id	agew	heightw	weightw	want_dietw	durationw	waistw	bmiw	recnetw	agew_n	heightw_n	weightw_n	want_dietw_n	durationw_n	waistw_n	bmiw_n	recnetw_n	ableage	sex	married_r	purable	add0	add1	add2	d1	d2	d3	d4	lp1	lp2	lp3	lp4	lp5	lp6	lp7	lp8	lp9	diet_pur1	diet_pur2	diet_pur3	diet_pur4	diet_pur5	EXP1	EXP2	EXP3	EXP4	EXP5	EXP6	EXP7	EXP8	EXP9	EXP10	PG01																																																																																																																																																										
1	ekeylee	33	172	68	54	78	28.24596758	22.98539751	49	0.888888889	1	0.7	0.44	0.181585678	0.405745947	0.421616869	0.522727273	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0																																																																																																																																																										
1	abs5257	35	163	52	49	28	26	19.57168128	28	1	0.5	0.166666667	0.24	0.05370844	0.125	0.213389935	0.284090909	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0																																																																																																																																																										
1	najoy	26	166	52	50	385	28.24596758	18.87066338	19	0.5	0.666666667	0.166666667	0.28	0.966751918	0.405745947	0.170629847	0.181818182	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0																																																																																																																																																										
1	rains77	24	165	60	49	278	28	22.03856749	91	0.388888889	0.611111111	0.433333333	0.24	0.693094629	0.375	0.363862944	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0																																																																																																																																																										
1	author	17	164	56	48	17	28.24596758	20.82093992	17	0	0.555555556	0.3	0.2	0.025575448	0.405745947	0.289591142	0.159090909	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	pooh0423	26	165	62	50	267	28.24596758	22.77318641	3	0.5	0.611111111	0.5	0.28	0.664961637	0.405745947	0.408672598	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	shee0725	32	157	57.2	48	19	29	23.20580957	18	0.833333333	0.166666667	0.34	0.2	0.030690537	0.5	0.435061374	0.170454545	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	sun00	27	162	52.5	51	146	27	20.00457247	74	0.555555556	0.444444444	0.183333333	0.32	0.355498721	0.25	0.239795061	0.806818182	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	52524ra	25	160	49	47	237	27	19.140625	85	0.444444444	0.333333333	0.066666667	0.16	0.588235294	0.25	0.187096734	0.931818182	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0																																																																																																																																																										
1	pinkangel0307	18	160	60	45	135	29	23.4375	74	0.055555556	0.333333333	0.433333333	0.08	0.327365729	0.5	0.449193828	0.806818182	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0																																																																																																																																																										
1	heejun5757	20	158.5	56	52	360	28.5	22.29099702	12	0.166666667	0.25	0.3	0.36	0.902813299	0.4375	0.379260424	0.102272727	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0																																																																																																																																																										
1	eeiss	19	166	65	61	39	27	23.58832922	15	0.111111111	0.666666667	0.6	0.72	0.081841432	0.25	0.45839398	0.136363636	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0																																																																																																																																																										
1	maria0315	23	165	61	57	398	30	22.40587695	91	0.333333333	0.611111111	0.466666667	0.56	1	0.625	0.386267771	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0																																																																																																																																																										
1	Irys79	22	172	65	65	24	29	21.97133586	24	0.277777778	1	0.6	0.88	0.043478261	0.5	0.359762006	0.238636364	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	kehaeun	24	160	52	48	35	25	20.3125	35	0.388888889	0.333333333	0.166666667	0.2	0.071611253	0	0.25857776	0.363636364	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	morld	35	163	49	47	64	25	18.44254582	26	1	0.5	0.066666667	0.16	0.145780051	0	0.1445159	0.261363636	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	happypoox	24	161	63	52	306	28.24596758	24.30461788	91	0.388888889	0.388888889	0.533333333	0.36	0.764705882	0.405745947	0.502085541	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	bisinu	35	165	56	63	38	28.24596758	20.56932966	38	1	0.611111111	0.3	0.8	0.079283887	0.405745947	0.274243635	0.397727273	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	sally789	23	160	52	44	13	28.24596758	20.3125	13	0.333333333	0.333333333	0.166666667	0.04	0.015345269	0.405745947	0.25857776	0.113636364	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	sweet3325	21	165	59	55	81	28.24596758	21.67125803	81	0.222222222	0.611111111	0.4	0.48	0.189258312	0.405745947	0.341458117	0.886363636	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0																																																																																																																																																										
1	balchony	23	172	68	64	279	28.24596758	22.98539751	87	0.333333333	1	0.7	0.84	0.695652174	0.405745947	0.421616869	0.954545455	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	jkmaria	25	168	54	49	170	25	19.13265306	81	0.444444444	0.777777778	0.233333333	0.24	0.416879795	0	0.186610469	0.886363636	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0																																																																																																																																																										
1	drajy	21	154	47	43	256	25	19.81784449	87	0.222222222	0	0	0	0.636828645	0	0.228405188	0.954545455	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	bborygf	28	157	57	52	36	28	23.12467037	14	0.611111111	0.166666667	0.333333333	0.36	0.074168798	0.375	0.430112115	0.125	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0																																																																																																																																																										
1	tanggue	18	172	77	68	26	32	26.02758248	26	0.055555556	1	1	1	0.04859335	0.875	0.607181457	0.261363636	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	jin5040	35	160	60	54	219	28	23.4375	77	1	0.333333333	0.433333333	0.44	0.542199488	0.375	0.449193828	0.840909091	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	kyudoli	29	156	57	53	26	30	23.42209073	19	0.666666667	0.111111111	0.333333333	0.4	0.04859335	0.625	0.448253907	0.181818182	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	lmj9604	20	164	75	55	298	32	27.88518739	62	0.166666667	0.555555556	0.933333333	0.48	0.744245524	0.875	0.720490047	0.670454545	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	philos	29	163	49	45	68	28.24596758	18.44254582	64	0.666666667	0.5	0.066666667	0.08	0.15601023	0.405745947	0.1445159	0.693181818	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0																																																																																																																																																										
1	fpahsqka	25	161	55	47	398	27	21.21831719	5	0.444444444	0.388888889	0.266666667	0.16	1	0.25	0.31383002	0.022727273	1	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0																																																																																																																																																										
1	khj1914	27	163	75	68	78	33	28.22838647	78	0.555555556	0.5	0.933333333	1	0.181585678	1	0.74142421	0.852272727	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0																																																																																																																																																										
1	cliojhk	34	170	58	52	11	28	20.06920415	11	0.944444444	0.888888889	0.366666667	0.36	0.010230179	0.375	0.243737409	0.090909091	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0																																																																																																																																																										
1	mikaella0505	20	163	58	54	398	27.5	21.8299522	39	0.166666667	0.5	0.366666667	0.44	1	0.3125	0.351138007	0.409090909	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0																																																																																																																																																										
1	zoo3646	21	165	61	50	27	29	22.40587695	27	0.222222222	0.611111111	0.466666667	0.28	0.051150895	0.5	0.386267771	0.272727273	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0																																																																																																																																																										
0	shy1108	35	164	58	54	89	29	21.56454491	89	1	0.555555556	0.366666667	0.44	0.20971867	0.5	0.334948921	0.977272727	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	misun2004	30	165	63	55	10	28	23.14049587	3	0.722222222	0.611111111	0.533333333	0.48	0.007672634	0.375	0.431077425	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	iameun	24	166	77	68	379	33	27.94309769	9	0.388888889	0.666666667	1	1	0.95140665	1	0.72402241	0.068181818	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1																																																																																																																																																										
0	angel0618	20	161	57	53	294	28.24596758	21.98989237	6	0.166666667	0.388888889	0.333333333	0.4	0.734015345	0.405745947	0.3608939	0.034090909	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	kmy3827	29	162	57	51	71	28.24596758	21.71925011	44	0.666666667	0.444444444	0.333333333	0.32	0.163682864	0.405745947	0.344385496	0.465909091	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	beth	27	171	72	68	21	30	24.62296091	21	0.555555556	0.944444444	0.833333333	1	0.035805627	0.625	0.521503556	0.204545455	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1																																																																																																																																																										
0	lens	25	154	50	46	266	28.24596758	21.08281329	18	0.444444444	0	0.1	0.12	0.662404092	0.405745947	0.305564669	0.170454545	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	sunji602	20	163	57	55	101	28.24596758	21.45357371	3	0.166666667	0.5	0.333333333	0.48	0.240409207	0.405745947	0.328179995	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	ktwoomin	33	159	64	54	33	32	25.31545429	33	0.888888889	0.277777778	0.566666667	0.44	0.066496164	0.875	0.563743673	0.340909091	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	94210002	26	161.3	63.8	57	53	28.5	24.5217773	53	0.5	0.405555556	0.56	0.56	0.117647059	0.4375	0.515331645	0.568181818	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1																																																																																																																																																										
0	stella1103	35	159	60	54	100	25	23.7332384	9	1	0.277777778	0.433333333	0.44	0.237851662	0	0.467233025	0.068181818	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	altea	20	156.8	64	60	73	32	26.03082049	8	0.166666667	0.155555556	0.566666667	0.68	0.168797954	0.875	0.607378966	0.056818182	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1																																																																																																																																																										
0	yejumam	24	163	60	56	21	28.24596758	22.58270917	21	0.388888889	0.5	0.433333333	0.52	0.035805627	0.405745947	0.397054031	0.204545455	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	ram1013	29	154	58	50	63	29	24.45606342	63	0.666666667	0	0.366666667	0.28	0.143222506	0.5	0.511323286	0.681818182	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	sall914	35	169	68	64	78	32	23.80869017	15	1	0.833333333	0.7	0.84	0.181585678	0.875	0.471835368	0.136363636	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	uni1126	27	164	56	49	33	27	20.82093992	19	0.555555556	0.555555556	0.3	0.24	0.066496164	0.25	0.289591142	0.181818182	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1																																																																																																																																																										
0	okokokok79	22	170	69	65	302	30	23.87543253	26	0.277777778	0.888888889	0.733333333	0.88	0.754475703	0.625	0.475906461	0.261363636	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1																																																																																																																																																										
0	meeting08	22	167	75	68	294	32	26.89232314	15	0.277777778	0.722222222	0.933333333	1	0.734015345	0.875	0.659928165	0.136363636	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	spica91	29	170	77	68	398	33	26.64359862	9	0.666666667	0.888888889	1	1	1	1	0.64475668	0.068181818	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1																																																																																																																																																										
0	zhss025	26	166	67	55	118	28.24596758	24.31412397	52	0.5	0.666666667	0.666666667	0.48	0.283887468	0.405745947	0.502665385	0.556818182	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1																																																																																																																																																										
0	lotusq	28	162	62	61	123	27	23.62444749	28	0.611111111	0.444444444	0.5	0.72	0.296675192	0.25	0.460597091	0.284090909	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1																																																																																																																																																										
0	juli76	25	160	48	46	359	25	18.75	12	0.444444444	0.333333333	0.033333333	0.12	0.900255754	0	0.163269726	0.102272727	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	sj7128	27	162	56.5	51	78	27	21.52873038	74	0.555555556	0.444444444	0.316666667	0.32	0.181585678	0.25	0.332764337	0.806818182	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1																																																																																																																																																										
0	00eye1	18	161	63	57	61	28.24596758	24.30461788	55	0.055555556	0.388888889	0.533333333	0.56	0.138107417	0.405745947	0.502085541	0.590909091	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1																																																																																																																																																										
0	laeti	26	162	54	50	24	28	20.57613169	4	0.5	0.444444444	0.233333333	0.28	0.043478261	0.375	0.274658539	0.011363636	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	nkr325	32	160	59	55	7	28	23.046875	4	0.833333333	0.333333333	0.4	0.48	0	0.375	0.42536682	0.011363636	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1																																																																																																																																																										
0	yhs6543	35	159	53	47	377	27	20.96436059	91	1	0.277777778	0.2	0.16	0.94629156	0.25	0.298339393	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1																																																																																																																																																										
0	twingkle	29	162	53.96	51	398	28.24596758	20.56089011	9	0.666666667	0.444444444	0.232	0.32	1	0.405745947	0.273728847	0.068181818	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	weirdy	25	158	53	49	325	27	21.23057202	3	0.444444444	0.222222222	0.2	0.24	0.813299233	0.25	0.314577529	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1																																																																																																																																																										
0	foftech	28	161	59.5	56	381	29	22.95436133	36	0.611111111	0.388888889	0.416666667	0.52	0.956521739	0.5	0.41972375	0.375	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1																																																																																																																																																										
0	eunnee	29	158	66	49	61	33	26.43807082	61	0.666666667	0.222222222	0.633333333	0.24	0.138107417	1	0.632220072	0.659090909	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1																																																																																																																																																										
0	haemill2	21	172	70	67	265	32	23.66143862	12	0.222222222	1	0.766666667	0.96	0.659846547	0.875	0.462853444	0.102272727	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	kuna_k	30	155	56	52	64	28	23.30905307	64	0.722222222	0.055555556	0.3	0.36	0.145780051	0.375	0.441358933	0.693181818	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	minji1005	20	159	55	49	156	25.5	21.75546853	77	0.166666667	0.277777778	0.266666667	0.24	0.381074169	0.0625	0.346594716	0.840909091	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	Jscorpion	28	160	60	56	10	30.31496063	23.4375	3	0.611111111	0.333333333	0.433333333	0.52	0.007672634	0.664370079	0.449193828	0	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	ahfps	24	157	63	59	29	31.49606299	25.5588462	29	0.388888889	0.166666667	0.533333333	0.64	0.056265985	0.812007874	0.578589884	0.295454545	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	epiastro	23	166	65	62	350	28	23.58832922	9	0.333333333	0.666666667	0.6	0.76	0.877237852	0.375	0.45839398	0.068181818	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1																																																																																																																																																										
0	TOPCHILD	23	154	58	54	18	28	24.45606342	18	0.333333333	0	0.366666667	0.44	0.028132992	0.375	0.511323286	0.170454545	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1																																																																																																																																																										
0	mindfree	20	168	73	68	14	33	25.86451247	3	0.166666667	0.777777778	0.866666667	1	0.017902813	1	0.597234652	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1																																																																																																																																																										
0	sarangnnn	20	162	57	53	7	27	21.71925011	5	0.166666667	0.444444444	0.333333333	0.4	0	0.25	0.344385496	0.022727273	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	whoami9	28	162	62	58	318	28.24596758	23.62444749	17	0.611111111	0.444444444	0.5	0.6	0.795396419	0.405745947	0.460597091	0.159090909	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	querida7312	28	162	70	67	26	30	26.6727633	7	0.611111111	0.444444444	0.766666667	0.96	0.04859335	0.625	0.646535643	0.045454545	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1																																																																																																																																																										
0	jiheelim	24	163	56	53	195	26	21.07719523	28	0.388888889	0.5	0.3	0.4	0.480818414	0.125	0.305221983	0.284090909	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	innea	23	157	59	55	19	28	23.93606231	18	0.333333333	0.166666667	0.4	0.48	0.030690537	0.375	0.479604705	0.170454545	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	blueseagul	20	163	56	52	362	27	21.07719523	90	0.166666667	0.5	0.3	0.36	0.907928389	0.25	0.305221983	0.988636364	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	dangwha	30	164	72	68	181	28.24596758	26.76977989	28	0.722222222	0.555555556	0.833333333	1	0.445012788	0.405745947	0.652453378	0.284090909	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	yone1004	25	158	56	52	197	27	22.43230252	3	0.444444444	0.222222222	0.3	0.36	0.485933504	0.25	0.387879655	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1																																																																																																																																																										
0	dudu96	26	159	59	58	286	28	23.33768443	27	0.5	0.277777778	0.4	0.6	0.713554987	0.375	0.443105364	0.272727273	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1																																																																																																																																																										
0	etyoung	35	160	64	57	80	28.24596758	25	22	1	0.333333333	0.566666667	0.56	0.186700767	0.405745947	0.544501863	0.215909091	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	byunmi	22	160	47	43	398	25	18.359375	6	0.277777778	0.333333333	0	0	1	0	0.139442717	0.034090909	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	bijeeng	25	156	49	48	361	26	20.13477975	18	0.444444444	0.111111111	0.066666667	0.2	0.905370844	0.125	0.247737333	0.170454545	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1																																																																																																																																																										
0	kypung1111	31	158	48	45	15	26	19.22768787	7	0.777777778	0.222222222	0.033333333	0.08	0.020460358	0.125	0.192407321	0.045454545	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	bbootti	24	165	56	52	343	27	20.56932966	15	0.388888889	0.611111111	0.3	0.36	0.859335038	0.25	0.274243635	0.136363636	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1																																																																																																																																																										
0	kim1579	26	164	62	52	70	29	23.05175491	70	0.5	0.555555556	0.5	0.36	0.16112532	0.5	0.42566448	0.761363636	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	hoochoo21	20	165	55	51	295	27	20.2020202	8	0.166666667	0.611111111	0.266666667	0.32	0.73657289	0.25	0.251838808	0.056818182	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1																																																																																																																																																										
0	bangebange	32	161	77	68	18	33	29.70564407	18	0.833333333	0.388888889	1	1	0.028132992	1	0.831532702	0.170454545	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1																																																																																																																																																										
